instance,n,cost,gap_abs,gap_rel_percent,tour_found,success
bcl380,380,4311.0,2690.0,165.94694632942628,True,False
dkg813,813,12906.0,9707.0,303.4385745545483,True,False
gr666,666,681171.0,386813.0,131.40903253860944,True,False
lim963,963,10137.0,7348.0,263.4636070276085,True,False
pa561,561,5970.0,3207.0,116.06948968512486,True,False
pbk411,411,4013.0,2670.0,198.80863737900225,True,False
pbl395,395,3517.0,2236.0,174.5511319281811,True,False
pbm436,436,3891.0,2448.0,169.64656964656965,True,False
pbn423,423,3517.0,2152.0,157.65567765567766,True,False
pcb442,442,81947.0,31169.0,61.38288235062429,True,False
pka379,379,5198.0,3866.0,290.24024024024027,True,False
rbu737,737,11165.0,7851.0,236.9040434520217,True,False
rbx711,711,8062.0,4947.0,158.81219903691814,True,False
xql662,662,7054.0,4541.0,180.70035813768405,True,False

