instance,n,cost,gap_abs,gap_rel_percent,tour_found,success
bcl380,380,1982.0,361.0,22.27020357803825,True,False
dkg813,813,5708.0,2509.0,78.43075961237886,True,False
gr666,666,380515.0,86023.0,29.210640696521462,True,False
lim963,963,4968.0,2179.0,78.12836141986375,True,False
pa561,561,3636.0,873.0,31.596091205211724,True,False
pbk411,411,2242.0,899.0,66.93968726731198,True,False
pbl395,395,1909.0,628.0,49.024199843871976,True,False
pbm436,436,2423.0,980.0,67.91406791406791,True,False
pbn423,423,2047.0,682.0,49.96336996336996,True,False
pcb442,442,59690.0,8912.0,17.55090787348852,True,False
pka379,379,2288.0,956.0,71.77177177177178,True,False
rbu737,737,5855.0,2539.0,76.56815440289505,True,False
rbx711,711,4291.0,1174.0,37.66442091754893,True,False
xql662,662,3518.0,1005.0,39.992041384799045,True,False
 
