instance,n,cost,gap_abs,gap_rel_percent,tour_found,success
bcl380,380,4114.0,2493.0,153.7939543491672,True,False
dkg813,813,13117.0,9918.0,310.0343857455455,True,False
gr666,666,705583.0,411225.0,139.70233525163235,True,False
lim963,963,10370.0,7581.0,271.81785586231626,True,False
pa561,561,5626.0,2863.0,103.61925443358668,True,False
pbk411,411,3806.0,2463.0,183.39538346984364,True,False
pbl395,395,3497.0,2216.0,172.98985167837623,True,False
pbm436,436,3816.0,2373.0,164.44906444906445,True,False
pbn423,423,3660.0,2295.0,168.13186813186817,True,False
pcb442,442,83948.0,33170.0,65.32356532356532,True,False
pka379,379,5103.0,3771.0,283.1081081081081,True,False
rbu737,737,11089.0,7775.0,234.6107423053712,True,False
rbx711,711,7577.0,4462.0,143.24237560192617,True,False
xql662,662,8011.0,5498.0,218.78233187425388,True,False
