instance,n,cost,gap_abs,gap_rel_percent,tour_found,success
bcl380,380,4116.0,2495.0,153.91733497840838,True,False
dkg813,813,11669.0,8470.0,264.77024070021884,True,False
gr666,666,654608.0,360250.0,122.38498698863287,True,False
lim963,963,10134.0,7345.0,263.35604159196845,True,False
pa561,561,5943.0,3180.0,115.09229098805646,True,False
pbk411,411,3928.0,2585.0,192.4795234549516,True,False
pbl395,395,3293.0,2012.0,157.0647931303669,True,False
pbm436,436,inf,inf,inf,False,False
pbn423,423,3461.0,2096.0,153.55311355311358,True,False
pcb442,442,81947.0,31169.0,61.38288235062429,True,False
pka379,379,4520.0,3188.0,239.33933933933932,True,False
rbu737,737,10261.0,6947.0,209.6258298129149,True,False
rbx711,711,8100.0,4985.0,160.03210272873193,True,False
xql662,662,7052.0,4539.0,180.6207719856745,True,False
