instance,n,cost,gap_abs,gap_rel_percent,tour_found,success
bcl380,380,4142.0,2521.0,155.5212831585441,True,False
dkg813,813,11986.0,8787.0,274.67958737105346,True,False
gr666,666,752752.0,458260.0,155.61033916031676,True,False
lim963,963,10008.0,7219.0,258.83829329508785,True,False
pa561,561,5787.0,3024.0,109.44625407166124,True,False
pbk411,411,3956.0,2613.0,194.5644080416977,True,False
pbl395,395,3489.0,2208.0,172.36533957845432,True,False
pbm436,436,3834.0,2391.0,165.6964656964657,True,False
pbn423,423,3412.0,2047.0,149.96336996336996,True,False
pcb442,442,82118.0,31340.0,61.71964236480365,True,False
pka379,379,4658.0,3326.0,249.6996996996997,True,False
rbu737,737,11649.0,8335.0,251.5087507543754,True,False
rbx711,711,7445.0,4328.0,138.85145973692653,True,False
xql662,662,7925.0,5410.0,215.1093439363817,True,False
