instance,k,n,avg_degree,sparsity,is_connected,feasible,gap,success,n_seeds,success_std
rbu737,9,737,17.902306648575305,2.43237862073034,True,False,706.1220165897993,0.0,10,0.0
rbx711,9,711,17.87904360056259,2.518175155008815,True,False,663.3321324420373,0.0,10,0.0
xql662,9,662,17.876132930513595,2.704407402498274,True,False,659.9350618210465,0.0,10,0.0
bcl380,10,380,19.731578947368423,5.206221358144702,True,False,437.1992597162245,0.0,10,0.0
dkg813,10,813,19.86961869618696,2.446997376377704,True,False,730.5326631379554,0.0,10,0.0
gr666,10,666,19.864864864864863,2.987197724039829,True,False,539.7684366623038,0.0,10,0.0
lim963,10,963,19.883696780893043,2.066912347286179,True,False,779.0283255647184,0.0,10,0.0
pa561,10,561,19.807486631016044,3.537051184110008,True,False,444.1621425986247,0.0,10,0.0
pbk411,10,411,19.70316301703163,4.805649516349178,True,False,482.7997021593448,0.0,10,0.0
pbl395,10,395,19.741772151898733,5.010602069009831,True,False,433.95784543325516,0.0,10,0.0
pbm436,10,436,19.74770642201835,4.539702625751345,True,False,478.6139986139986,0.0,10,0.0
pbn423,10,423,19.754137115839242,4.68107514593347,True,False,468.6007326007326,0.0,10,0.0
pcb442,10,442,19.832579185520363,4.497183488780127,True,False,430.10713301035884,0.0,10,0.0
pka379,10,379,19.725593667546175,5.218411023160364,True,False,501.0207957394754,0.0,10,0.0
rbu737,10,737,19.87788331071913,2.7007993628694473,True,False,634.6619761514582,0.0,10,0.0
rbx711,10,711,19.862165963431785,2.797488163863631,True,False,622.1677437096108,0.0,10,0.0
xql662,10,662,19.854984894259818,3.003779862974254,True,False,620.5619571976325,0.0,10,0.0
bcl380,12,380,23.678947368421053,6.247743368976531,True,False,379.5188155459592,0.0,10,0.0
dkg813,12,813,23.83517835178352,2.935366792091566,True,False,633.886613660802,0.0,10,0.0
gr666,12,666,23.76876876876877,3.574250942671995,True,False,475.1195986583597,0.0,10,0.0
lim963,12,963,23.865005192107997,2.4807697704893963,True,False,718.1211903908211,0.0,10,0.0
pa561,12,561,23.768270944741534,4.244334097275273,True,False,405.75461454940285,0.0,10,0.0
pbk411,12,411,23.63990267639903,5.765829921072934,True,False,416.36634400595676,0.0,10,0.0
pbl395,12,395,23.650632911392407,6.00269870847523,True,False,396.97892271662766,0.0,10,0.0
pbm436,12,436,23.65137614678899,5.437097964779078,True,False,426.5696465696466,0.0,10,0.0
pbn423,12,423,23.69739952718676,5.615497518290702,True,False,425.73626373626377,0.0,10,0.0
pcb442,12,442,23.660633484162897,5.365223012281835,True,False,385.2987514277837,0.0,10,0.0
pka379,12,379,23.62532981530343,6.250087252725775,True,False,391.06881450092254,0.0,10,0.0
rbu737,12,737,23.791044776119403,3.2324789097988322,True,False,566.2644186447208,0.0,10,0.0
