instance,n,cost,gap_abs,gap_rel_percent,tour_found,success
bcl380,380,22626.0,21005.0,1295.8050586057989,True,False
dkg813,813,80397.0,77196.0,2411.621368322399,True,False
gr666,666,4526159.0,4231801.0,1437.6375026328483,True,False
lim963,963,62703.0,59914.0,2148.22517031194,True,False
pa561,561,33715.0,30952.0,1120.2316322837496,True,False
pbk411,411,19449.0,18106.0,1348.1757259865972,True,False
pbl395,395,18536.0,17255.0,1346.9945355191257,True,False
pbm436,436,21127.0,19684.0,1364.102564102564,True,False
pbn423,423,21251.0,19886.0,1456.8498168498168,True,False
pcb442,442,680640.0,629862.0,1240.4230178423727,True,False
pka379,379,30148.0,28815.0,2161.665416354089,True,False
rbu737,737,74920.0,71606.0,2160.7121303560652,True,False
rbx711,711,55323.0,52206.0,1674.8796920115497,True,False
xql662,662,46801.0,44288.0,1762.3557500994827,True,False
