instance,n,cost,gap_abs,gap_rel_percent,tour_found,success
bcl380,380,2143.0,522.0,32.20234423195558,True,False
dkg813,813,5103.0,1904.0,59.51859956236324,True,False
gr666,666,345379.0,51021.0,17.33297549242759,True,False
lim963,963,4639.0,1850.0,66.3320186446755,True,False
pa561,561,2862.0,99.0,3.5830618892508146,True,False
pbk411,411,1879.0,536.0,39.91064780342517,True,False
pbl395,395,1841.0,560.0,43.71584699453552,True,False
pbm436,436,2050.0,607.0,42.06514206514206,True,False
pbn423,423,1817.0,452.0,33.11355311355311,True,False
pcb442,442,54408.0,3630.0,7.148765213281343,True,False
pka379,379,1843.0,510.0,38.25956489122281,True,False
rbu737,737,4301.0,987.0,29.782739891369946,True,False
rbx711,711,3875.0,758.0,24.318254732114212,True,False
xql662,662,3875.0,1362.0,54.19816951850378,True,False
