instance,n,cost,gap_abs,gap_rel_percent,tour_found,success
bcl380,380,4004.0,2383.0,147.00801974090066,True,False
dkg813,813,11487.0,8288.0,259.0809628008753,True,False
gr666,666,711656.0,417298.0,141.76546925852193,True,False
lim963,963,10129.0,7340.0,263.17676586590176,True,False
pa561,561,5976.0,3213.0,116.28664495114008,True,False
pbk411,411,3566.0,2223.0,165.52494415487715,True,False
pbl395,395,3772.0,2491.0,194.4574551131928,True,False
pbm436,436,3617.0,2174.0,150.65835065835066,True,False
pbn423,423,3553.0,2188.0,160.2930402930403,True,False
pcb442,442,84522.0,33744.0,66.45397613139549,True,False
pka379,379,4508.0,3175.0,238.18454613653407,True,False
rbu737,737,11362.0,8048.0,242.8485214242607,True,False
rbx711,711,7781.0,4664.0,149.63105550208533,True,False
xql662,662,7602.0,5084.0,201.9062748212868,True,False
