instance,n,cost,gap_abs,gap_rel_percent,tour_found,success
bcl380,380,2141.0,520.0,32.078963602714374,True,False
dkg813,813,5826.0,2627.0,82.11941231634886,True,False
gr666,666,382998.0,88640.0,30.112991663212824,True,False
lim963,963,4888.0,2099.0,75.2599498027967,True,False
pa561,561,3636.0,873.0,31.596091205211724,True,False
pbk411,411,2275.0,932.0,69.39687267311989,True,False
pbl395,395,1905.0,624.0,48.71194379391101,True,False
pbm436,436,2075.0,632.0,43.7976437976438,True,False
pbn423,423,2161.0,796.0,58.31501831501832,True,False
pcb442,442,62007.0,11229.0,22.113907597778564,True,False
pka379,379,2404.0,1072.0,80.48048048048048,True,False
rbu737,737,5513.0,2199.0,66.3548581774291,True,False
rbx711,711,4417.0,1302.0,41.79775280898876,True,False
xql662,662,3915.0,1402.0,55.78989255869479,True,False
