instance_id,n_nodes,original_edges,kept_edges,tour_edges,tour_edges_kept,recall,success,sparsity
100,5,10,10,5.0,5.0,1.0,True,1.0
101,231,26565,1264,231.0,220.0,0.9523809523809523,False,0.04758140410314323
102,176,15400,959,176.0,169.0,0.9602272727272727,False,0.06227272727272727
103,399,5631,2229,391.0,382.0,0.9769820971867008,False,0.3958444326052211
104,6,15,15,6.0,6.0,1.0,True,1.0
105,84,3486,471,84.0,81.0,0.9642857142857143,False,0.1351118760757315
106,85,3570,474,85.0,80.0,0.9411764705882353,False,0.13277310924369748
107,47,1081,270,47.0,47.0,1.0,True,0.24976873265494912
108,53,1378,300,53.0,52.0,0.9811320754716981,False,0.21770682148040638
109,431,5998,2401,421.0,414.0,0.9833729216152018,False,0.40030010003334443
110,258,33153,1409,258.0,245.0,0.9496124031007752,False,0.04249992459204295
111,292,42486,1593,292.0,272.0,0.9315068493150684,False,0.03749470413783364
112,342,4883,1918,333.0,325.0,0.975975975975976,False,0.3927913168134344
113,63,1953,355,63.0,59.0,0.9365079365079365,False,0.1817716333845366
114,300,44850,1634,300.0,283.0,0.9433333333333334,False,0.03643255295429208
115,385,5417,2128,377.0,367.0,0.9734748010610079,False,0.39283736385453205
116,188,17578,1036,188.0,175.0,0.9308510638297872,False,0.058937307998634655
117,42,861,239,42.0,42.0,1.0,True,0.2775842044134727
118,45,990,263,45.0,43.0,0.9555555555555556,False,0.26565656565656565
119,481,6794,2673,471.0,456.0,0.9681528662420382,False,0.3934353841624963
120,444,6236,2451,428.0,418.0,0.9766355140186916,False,0.39304041051956384
121,493,6859,2729,483.0,470.0,0.9730848861283644,False,0.3978714098265053
122,86,3655,485,86.0,81.0,0.9418604651162791,False,0.1326949384404925
123,273,37128,1488,273.0,262.0,0.9597069597069597,False,0.0400775694893342
124,163,13203,913,163.0,156.0,0.9570552147239264,False,0.06915095054154359
125,284,40186,1555,284.0,266.0,0.9366197183098591,False,0.0386950679341064
126,36,630,206,36.0,35.0,0.9722222222222222,False,0.326984126984127
127,11,55,55,11.0,11.0,1.0,True,1.0
128,52,1326,294,52.0,51.0,0.9807692307692307,False,0.22171945701357465
129,196,19110,1079,196.0,184.0,0.9387755102040817,False,0.05646258503401361
130,3,3,3,3.0,3.0,1.0,True,1.0
131,519,7293,2836,512.0,494.0,0.96484375,False,0.38886603592485947
132,249,30876,1354,249.0,237.0,0.9518072289156626,False,0.04385283067754891
133,353,5156,2002,345.0,335.0,0.9710144927536232,False,0.3882854926299457
134,477,6750,2618,466.0,457.0,0.98068669527897,False,0.38785185185185184
135,285,40470,1547,285.0,272.0,0.9543859649122807,False,0.03822584630590561
136,517,7334,2847,505.0,494.0,0.9782178217821782,False,0.3881919825470412
137,11,55,55,11.0,11.0,1.0,True,1.0
138,266,35245,1476,266.0,254.0,0.9548872180451128,False,0.041878280607178325
139,87,3741,482,87.0,84.0,0.9655172413793104,False,0.12884255546645282
140,448,6275,2503,438.0,430.0,0.9817351598173516,False,0.39888446215139445
141,68,2278,379,68.0,64.0,0.9411764705882353,False,0.16637401229148377
142,301,4266,1684,293.0,285.0,0.9726962457337884,False,0.39474917955930616
143,255,32385,1401,255.0,243.0,0.9529411764705882,False,0.043260768874478925
144,499,6969,2774,488.0,477.0,0.9774590163934426,False,0.3980485005022241
145,78,3003,447,78.0,75.0,0.9615384615384616,False,0.14885114885114886
146,334,4753,1907,324.0,316.0,0.9753086419753086,False,0.4012202819272039
147,53,1378,303,53.0,50.0,0.9433962264150944,False,0.21988388969521044
148,528,7361,2880,517.0,503.0,0.9729206963249516,False,0.3912511886971879
149,476,6730,2638,468.0,458.0,0.9786324786324786,False,0.39197622585438335
150,189,17766,1042,189.0,181.0,0.9576719576719577,False,0.05865135652369695
151,450,6328,2496,441.0,430.0,0.9750566893424036,False,0.3944374209860936
152,157,12246,865,157.0,150.0,0.9554140127388535,False,0.07063530948881268
153,49,1176,285,49.0,47.0,0.9591836734693877,False,0.2423469387755102
154,13,78,73,13.0,13.0,1.0,True,0.9358974358974359
155,100,4950,570,100.0,99.0,0.99,False,0.11515151515151516
156,216,23220,1197,216.0,205.0,0.9490740740740741,False,0.05155038759689923
157,99,4851,551,99.0,95.0,0.9595959595959596,False,0.11358482787054215
158,62,1891,352,62.0,59.0,0.9516129032258065,False,0.1861448968799577
159,363,5112,2027,356.0,345.0,0.9691011235955056,False,0.3965179968701095
160,478,6780,2639,470.0,453.0,0.9638297872340426,False,0.3892330383480826
161,70,2415,386,70.0,68.0,0.9714285714285714,False,0.1598343685300207
162,18,153,104,18.0,18.0,1.0,True,0.6797385620915033
163,88,3828,496,88.0,84.0,0.9545454545454546,False,0.12957157784743992
164,467,6568,2572,456.0,444.0,0.9736842105263158,False,0.3915956151035323
165,434,6149,2424,421.0,410.0,0.9738717339667459,False,0.3942104407220686
166,62,1891,362,62.0,60.0,0.967741935483871,False,0.19143310417768378
167,162,13041,904,162.0,152.0,0.9382716049382716,False,0.06931983743577946
168,473,6732,2608,464.0,453.0,0.9762931034482759,False,0.38740344622697565
169,57,1596,330,57.0,53.0,0.9298245614035088,False,0.20676691729323307
170,87,3741,488,87.0,83.0,0.9540229885057471,False,0.13044640470462443
171,532,7466,2925,521.0,504.0,0.9673704414587332,False,0.3917760514331637
172,550,7708,3029,536.0,523.0,0.9757462686567164,False,0.3929683445770628
173,176,15400,978,176.0,167.0,0.9488636363636364,False,0.06350649350649351
174,108,5778,604,108.0,102.0,0.9444444444444444,False,0.10453444098303911
175,379,5347,2130,370.0,365.0,0.9864864864864865,False,0.3983542173181223
176,120,7140,663,120.0,114.0,0.95,False,0.09285714285714286
177,546,7697,2992,533.0,519.0,0.9737335834896811,False,0.3887228790437833
178,136,9180,748,136.0,130.0,0.9558823529411765,False,0.08148148148148149
179,32,496,183,32.0,32.0,1.0,True,0.3689516129032258
180,39,741,225,39.0,37.0,0.9487179487179487,False,0.30364372469635625
181,488,6924,2693,473.0,459.0,0.9704016913319239,False,0.3889370306181398
182,360,5040,2024,350.0,343.0,0.98,False,0.4015873015873016
183,219,23871,1195,219.0,206.0,0.9406392694063926,False,0.05006074316115789
184,281,39340,1523,281.0,270.0,0.9608540925266904,False,0.03871377732587697
185,373,5308,2093,367.0,358.0,0.9754768392370572,False,0.3943104747550867
186,411,5875,2292,402.0,392.0,0.9751243781094527,False,0.3901276595744681
187,206,21115,1119,206.0,194.0,0.941747572815534,False,0.052995500828794694
188,4,6,6,4.0,4.0,1.0,True,1.0
189,273,37128,1491,273.0,258.0,0.945054945054945,False,0.040158371040723985
190,17,136,99,17.0,17.0,1.0,True,0.7279411764705882
191,213,22578,1165,213.0,206.0,0.9671361502347418,False,0.05159890158561432
192,410,5829,2275,402.0,390.0,0.9701492537313433,False,0.39028992966203463
193,43,903,252,43.0,40.0,0.9302325581395349,False,0.27906976744186046
194,95,4465,542,95.0,89.0,0.9368421052631579,False,0.1213885778275476
195,187,17391,1036,187.0,176.0,0.9411764705882353,False,0.05957104249324363
196,17,136,97,17.0,16.0,0.9411764705882353,False,0.7132352941176471
197,304,4331,1725,300.0,292.0,0.9733333333333334,False,0.398291387670284
198,3,3,3,3.0,3.0,1.0,True,1.0
199,71,2485,398,71.0,68.0,0.9577464788732394,False,0.1601609657947686
200,277,38226,1514,277.0,267.0,0.9638989169675091,False,0.03960655051535604
201,167,13861,920,167.0,159.0,0.9520958083832335,False,0.06637327754130294
202,160,12720,888,160.0,151.0,0.94375,False,0.06981132075471698
203,98,4753,555,98.0,93.0,0.9489795918367347,False,0.116768356827267
204,364,5149,2038,354.0,344.0,0.9717514124293786,False,0.3958050106816858
205,299,44551,1630,299.0,285.0,0.9531772575250836,False,0.03658728199142556
206,432,6093,2411,423.0,409.0,0.966903073286052,False,0.3956999835877236
207,123,7503,675,123.0,116.0,0.943089430894309,False,0.0899640143942423
208,358,5077,2012,350.0,341.0,0.9742857142857143,False,0.39629702580263937
209,446,6283,2484,436.0,425.0,0.9747706422018348,False,0.395352538596212
210,242,29161,1311,242.0,232.0,0.9586776859504132,False,0.04495730599087823
211,68,2278,392,68.0,67.0,0.9852941176470589,False,0.17208077260755048
212,312,4382,1760,305.0,300.0,0.9836065573770492,False,0.40164308534915566
213,25,300,146,25.0,24.0,0.96,False,0.4866666666666667
214,119,7021,673,119.0,113.0,0.9495798319327731,False,0.09585529126905
215,50,1225,283,50.0,48.0,0.96,False,0.2310204081632653
216,148,10878,822,148.0,141.0,0.9527027027027027,False,0.075565361279647
217,247,30381,1353,247.0,235.0,0.951417004048583,False,0.044534412955465584
218,292,42486,1596,292.0,276.0,0.9452054794520548,False,0.03756531563338512
219,296,43660,1607,296.0,283.0,0.956081081081081,False,0.03680714612918003
220,85,3570,484,85.0,81.0,0.9529411764705882,False,0.13557422969187674
221,497,7048,2729,488.0,473.0,0.9692622950819673,False,0.38720204313280365
222,124,7626,692,124.0,118.0,0.9516129032258065,False,0.09074219774455809
223,353,4946,1964,342.0,332.0,0.9707602339181286,False,0.3970885564092196
224,434,6066,2404,423.0,416.0,0.983451536643026,False,0.39630728651500163
225,147,10731,824,147.0,143.0,0.9727891156462585,False,0.07678687913521573
226,80,3160,452,80.0,76.0,0.95,False,0.14303797468354432
227,491,6889,2712,481.0,466.0,0.9688149688149689,False,0.3936710698214545
228,516,7214,2818,505.0,490.0,0.9702970297029703,False,0.3906293318547269
229,11,55,55,11.0,11.0,1.0,True,1.0
230,190,17955,1040,190.0,180.0,0.9473684210526315,False,0.05792258423837371
231,80,3160,455,80.0,77.0,0.9625,False,0.1439873417721519
232,259,33411,1417,259.0,244.0,0.9420849420849421,False,0.04241118194606567
233,376,5332,2098,367.0,357.0,0.9727520435967303,False,0.3934733683420855
234,31,465,178,31.0,30.0,0.967741935483871,False,0.3827956989247312
235,378,5320,2123,367.0,362.0,0.9863760217983651,False,0.39906015037593984
236,58,1653,324,58.0,55.0,0.9482758620689655,False,0.19600725952813067
237,78,3003,440,78.0,76.0,0.9743589743589743,False,0.14652014652014653
238,257,32896,1400,257.0,245.0,0.953307392996109,False,0.042558365758754865
239,38,703,222,38.0,37.0,0.9736842105263158,False,0.3157894736842105
240,503,7104,2783,494.0,479.0,0.9696356275303644,False,0.3917511261261261
241,94,4371,518,94.0,90.0,0.9574468085106383,False,0.11850835049187829
242,146,10585,810,146.0,139.0,0.952054794520548,False,0.07652338214454417
243,291,42195,1594,291.0,277.0,0.9518900343642611,False,0.037776987794762414
244,85,3570,474,85.0,82.0,0.9647058823529412,False,0.13277310924369748
245,325,4615,1838,319.0,307.0,0.9623824451410659,False,0.39826652221018416
246,269,36046,1478,269.0,253.0,0.9405204460966543,False,0.04100316262553404
247,179,15931,972,179.0,172.0,0.9608938547486033,False,0.06101311907601532
248,315,4519,1781,308.0,300.0,0.974025974025974,False,0.3941137419783138
249,16,120,91,16.0,16.0,1.0,True,0.7583333333333333
250,300,44850,1646,300.0,287.0,0.9566666666666667,False,0.03670011148272018
251,464,6520,2574,450.0,439.0,0.9755555555555555,False,0.39478527607361963
252,201,20100,1099,201.0,192.0,0.9552238805970149,False,0.05467661691542289
253,72,2556,405,72.0,69.0,0.9583333333333334,False,0.15845070422535212
254,240,28680,1327,240.0,227.0,0.9458333333333333,False,0.046269177126917714
255,466,6553,2579,455.0,445.0,0.978021978021978,False,0.3935602014344575
256,166,13695,923,166.0,158.0,0.9518072289156626,False,0.06739686016794451
257,77,2926,428,77.0,75.0,0.974025974025974,False,0.14627477785372522
258,37,666,213,37.0,36.0,0.972972972972973,False,0.31981981981981983
259,77,2926,418,77.0,74.0,0.961038961038961,False,0.14285714285714285
260,493,6973,2733,481.0,463.0,0.9625779625779626,False,0.3919403413165065
261,28,378,161,28.0,28.0,1.0,True,0.42592592592592593
262,83,3403,473,83.0,80.0,0.963855421686747,False,0.1389950044078754
263,102,5151,586,102.0,96.0,0.9411764705882353,False,0.11376431760823141
264,42,861,245,42.0,39.0,0.9285714285714286,False,0.2845528455284553
265,333,4811,1882,325.0,318.0,0.9784615384615385,False,0.39118686343795467
266,64,2016,364,64.0,61.0,0.953125,False,0.18055555555555555
267,58,1653,331,58.0,56.0,0.9655172413793104,False,0.20024198427102238
268,352,5048,1978,345.0,336.0,0.9739130434782609,False,0.391838351822504
269,158,12403,873,158.0,153.0,0.9683544303797469,False,0.07038619688784971
270,132,8646,730,132.0,128.0,0.9696969696969697,False,0.0844321073328707
271,394,5508,2191,384.0,369.0,0.9609375,False,0.3977850399419027
272,8,28,28,8.0,8.0,1.0,True,1.0
273,455,6397,2532,446.0,432.0,0.968609865470852,False,0.3958105361888385
274,140,9730,767,140.0,136.0,0.9714285714285714,False,0.07882836587872559
275,174,15051,965,174.0,166.0,0.9540229885057471,False,0.06411534117334397
276,406,5757,2266,396.0,387.0,0.9772727272727273,False,0.3936077818308147
277,210,21945,1134,210.0,201.0,0.9571428571428572,False,0.05167464114832536
278,332,4693,1876,322.0,316.0,0.9813664596273292,False,0.39974430002130834
279,53,1378,297,53.0,51.0,0.9622641509433962,False,0.2155297532656023
280,59,1711,336,59.0,56.0,0.9491525423728814,False,0.19637638807714786
281,478,6799,2641,468.0,454.0,0.9700854700854701,False,0.3884394763935873
282,48,1128,275,48.0,45.0,0.9375,False,0.24379432624113476
283,50,1225,289,50.0,49.0,0.98,False,0.23591836734693877
284,43,903,256,43.0,42.0,0.9767441860465116,False,0.28349944629014395
285,526,7462,2899,515.0,498.0,0.9669902912621359,False,0.3885017421602787
286,107,5671,597,107.0,102.0,0.9532710280373832,False,0.10527243872332921
287,97,4656,544,97.0,90.0,0.9278350515463918,False,0.11683848797250859
288,518,7256,2852,508.0,488.0,0.9606299212598425,False,0.39305402425578834
289,32,496,184,32.0,32.0,1.0,True,0.3709677419354839
290,97,4656,540,97.0,91.0,0.9381443298969072,False,0.11597938144329897
291,415,5816,2324,405.0,393.0,0.9703703703703703,False,0.3995873452544704
292,98,4753,537,98.0,92.0,0.9387755102040817,False,0.11298127498422049
293,513,7240,2822,498.0,485.0,0.9738955823293173,False,0.3897790055248619
294,466,6496,2590,459.0,445.0,0.9694989106753813,False,0.39870689655172414
295,455,6447,2530,447.0,439.0,0.9821029082774049,False,0.3924305878703273
296,26,325,149,26.0,26.0,1.0,True,0.4584615384615385
297,33,528,194,33.0,33.0,1.0,True,0.36742424242424243
298,471,6615,2623,462.0,453.0,0.9805194805194806,False,0.3965230536659108
299,66,2145,373,66.0,64.0,0.9696969696969697,False,0.17389277389277388
300,67,2211,381,67.0,64.0,0.9552238805970149,False,0.1723202170963365
301,531,7422,2920,522.0,509.0,0.975095785440613,False,0.39342495284289947
302,386,5498,2164,379.0,369.0,0.9736147757255936,False,0.3935976718806839
303,39,741,223,39.0,39.0,1.0,True,0.300944669365722
304,420,5936,2343,410.0,395.0,0.9634146341463414,False,0.39471024258760107
