instance,n,cost,gap_abs,gap_rel_percent,tour_found,success
bcl380,380,2849.0,1228.0,75.7557063541024,True,False
dkg813,813,10764.0,7565.0,236.48015004688966,True,False
gr666,666,889991.0,595633.0,202.34985969465754,True,False
pa561,561,7265.0,4502.0,162.9388346000724,True,False
pbk411,411,2919.0,1576.0,117.34921816827996,True,False
pbl395,395,2251.0,970.0,75.72209211553474,True,False
pbm436,436,3226.0,1783.0,123.56202356202357,True,False
pbn423,423,3602.0,2237.0,163.88278388278388,True,False
pcb442,442,79512.0,28734.0,56.58749852298239,True,False
pka379,379,4283.0,2951.0,221.54654654654652,True,False
rbu737,737,7729.0,4415.0,133.22269161134582,True,False
rbx711,711,6127.0,3009.0,96.50416933932007,True,False
xql662,662,7133.0,4620.0,183.84401114206128,True,False
