instance,n,cost,gap_abs,gap_rel_percent,tour_found,success
bcl380,380,1993.0,372.0,22.9487970388649,True,False
dkg813,813,5708.0,2509.0,78.43075961237886,True,False
gr666,666,381516.0,87158.0,29.609523097724537,True,False
lim963,963,5389.0,2600.0,93.2233775546791,True,False
pa561,561,3637.0,874.0,31.63228374954759,True,False
pbk411,411,2209.0,866.0,64.48250186150409,True,False
pbl395,395,1827.0,546.0,42.62295081967213,True,False
pbm436,436,2281.0,838.0,58.07345807345807,True,False
pbn423,423,2177.0,812.0,59.48717948717949,True,False
pcb442,442,60007.0,9229.0,18.17519398164559,True,False
pka379,379,2517.0,1185.0,88.96396396396396,True,False
rbu737,737,6291.0,2977.0,89.83101991550996,True,False
rbx711,711,4308.0,1193.0,38.29855537720706,True,False
xql662,662,3687.0,1174.0,46.71707122960605,True,False
