instance,n,cost,gap_abs,gap_rel_percent,tour_found,success
bcl380,380,3270.0,1649.0,101.72732880937694,True,False
dkg813,813,7856.0,4657.0,145.57674273210378,True,False
gr666,666,545681.0,251323.0,85.38004742524409,True,False
lim963,963,6392.0,3603.0,129.18608820365722,True,False
pa561,561,4590.0,1827.0,66.12377850162866,True,False
pbk411,411,2433.0,1090.0,81.16157855547283,True,False
pbl395,395,2201.0,920.0,71.81889149102264,True,False
pbm436,436,2879.0,1436.0,99.51489951489951,True,False
pbn423,423,2322.0,957.0,70.1098901098901,True,False
pcb442,442,78023.0,27245.0,53.6551262357714,True,False
pka379,379,2762.0,1429.0,107.20180045011254,True,False
rbu737,737,6002.0,2688.0,81.11044055522028,True,False
rbx711,711,6314.0,3197.0,102.56657042027591,True,False
xql662,662,4570.0,2057.0,81.85435734182252,True,False
