instance,n,cost,gap_abs,gap_rel_percent,tour_found,success
bcl380,380,22626.0,21005.0,1295.8050586057989,True,False
dkg813,813,80397.0,77198.0,2413.1916223819944,True,False
gr666,666,4521238.0,4226880.0,1435.9657288064193,True,False
lim963,963,62712.0,59923.0,2148.5478666188596,True,False
pa561,561,33568.0,30805.0,1114.911328266377,True,False
pbk411,411,19449.0,18106.0,1348.1757259865972,True,False
pbl395,395,18536.0,17255.0,1346.9945355191257,True,False
pbm436,436,21228.0,19785.0,1371.1018711018712,True,False
pbn423,423,21270.0,19905.0,1458.2417582417581,True,False
pcb442,442,680640.0,629862.0,1240.4230178423727,True,False
pka379,379,30148.0,28815.0,2161.665416354089,True,False
rbu737,737,74933.0,71619.0,2161.104405552203,True,False
rbx711,711,55323.0,52206.0,1674.8796920115497,True,False
xql662,662,46801.0,44288.0,1762.3557500994827,True,False
