instance,n,cost,gap_abs,gap_rel_percent,tour_found,success
bcl380,380,2100.0,479.0,29.549660703269588,True,False
dkg813,813,6157.0,2958.0,92.46639574867146,True,False
gr666,666,380843.0,86485.0,29.38088993674369,True,False
lim963,963,4988.0,2199.0,78.8454643241305,True,False
pa561,561,3636.0,873.0,31.596091205211724,True,False
pbk411,411,2275.0,932.0,69.39687267311989,True,False
pbl395,395,1905.0,624.0,48.71194379391101,True,False
pbm436,436,2075.0,632.0,43.7976437976438,True,False
pbn423,423,2161.0,796.0,58.31501831501832,True,False
pcb442,442,62007.0,11229.0,22.113907597778564,True,False
pka379,379,2404.0,1072.0,80.48048048048048,True,False
rbu737,737,5524.0,2210.0,66.68678334339168,True,False
rbx711,711,4417.0,1302.0,41.79775280898876,True,False
xql662,662,3697.0,1184.0,47.1150019896538,True,False
