instance,k,n,avg_degree,sparsity,is_connected,feasible,gap,success,n_seeds,success_std
bcl380,2,380,2.489473684210526,7.379095163806553,False,False,150.0801974090068,0.0,10,0.0
dkg813,2,813,2.46740467404674,7.150495473016326,False,False,287.84877420398186,0.0,10,0.0
gr666,2,666,2.618618618618618,7.046464646464646,False,False,140.2524914846262,0.0,10,0.0
lim963,2,963,2.471443406022845,7.331197634302613,False,False,265.123700250986,0.0,10,0.0
pa561,2,561,2.581105169340463,7.430213464696224,False,False,111.65761853058271,0.0,10,0.0
pbk411,2,411,2.5158150851581498,7.311554235610239,False,False,183.54430379746836,0.0,10,0.0
pbl395,2,395,2.541772151898734,7.21679125934445,False,False,172.66978922716626,0.0,10,0.0
pbm436,2,436,2.5412844036697253,7.335805084745763,False,False,inf,0.0,10,0.0
pbn423,2,423,2.482269503546099,7.091719573146022,False,False,160.71062271062272,0.0,10,0.0
pcb442,2,442,2.357466063348416,7.141877998629198,False,False,63.13560990980346,0.0,10,0.0
pka379,2,379,2.538258575197889,7.368259803921568,False,False,260.13107443527554,0.0,10,0.0
rbu737,2,737,2.529172320217096,7.478735355480662,False,False,242.8279794824457,0.0,10,0.0
rbx711,2,711,2.523206751054852,7.18059558117195,False,False,147.5011295690644,0.0,10,0.0
xql662,2,662,2.5407854984894263,7.351398601398601,False,False,201.1086450432957,0.0,10,0.0
bcl380,3,380,3.663157894736842,10.858034321372854,False,False,27.723627390499693,0.0,10,0.0
dkg813,3,813,3.670356703567035,10.636629357667356,False,False,83.07698076923641,0.0,10,0.0
gr666,3,666,3.756756756756756,10.10909090909091,False,False,30.75342662618082,0.0,10,0.0
lim963,3,963,3.617860851505711,10.731887629374077,False,False,80.63822158479742,0.0,10,0.0
pa561,3,561,3.700534759358289,10.652709359605911,True,True,30.604415490408975,0.0,10,0.0
pbk411,3,411,3.639902676399026,10.578418894074389,False,False,68.83097542814596,0.0,10,0.0
pbl395,3,395,3.645569620253164,10.350776308223116,False,False,45.94847775175644,0.0,10,0.0
pbm436,3,436,3.692660550458715,10.659427966101696,False,False,60.08316008316008,0.0,10,0.0
pbn423,3,423,3.650118203309692,10.428204781845198,False,False,52.014652014652015,0.0,10,0.0
pcb442,3,442,3.520361990950226,10.664838930774504,True,True,20.13687029816062,0.0,10,0.0
pka379,3,379,3.720316622691292,10.799632352941178,False,False,78.91699839374257,0.0,10,0.0
rbu737,3,737,3.761194029850746,11.1218103033221,False,False,68.86079854228106,0.0,10,0.0
rbx711,3,711,3.676511954992967,10.462696125520333,False,False,41.35795263482863,0.0,10,0.0
xql662,3,662,3.694864048338369,10.690559440559442,False,False,51.480899927693166,0.0,10,0.0
bcl380,4,380,4.773684210526316,14.149765990639626,True,True,6.699568167797656,0.0,10,0.0
dkg813,4,813,4.829028290282903,13.994439295644115,True,True,15.522597219003634,0.0,10,0.0
gr666,4,666,4.852852852852853,13.058585858585857,True,True,15.5453716609093,0.0,10,0.0
lim963,4,963,4.731048805815161,14.034006899950716,False,False,22.366439584080315,0.0,10,0.0
pa561,4,561,4.777183600713013,13.752052545155994,True,True,19.077090119435397,0.0,10,0.0
pbk411,4,411,4.754257907542579,13.816999010041012,False,False,21.57855547282204,0.0,10,0.0
pbl395,4,395,4.8,13.628522139160438,True,True,9.094457455113192,0.0,10,0.0
pbm436,4,436,4.775229357798165,13.784427966101696,True,True,14.144144144144144,0.0,10,0.0
pbn423,4,423,4.789598108747045,13.683641766851276,True,True,16.608058608058606,0.0,10,0.0
pcb442,4,442,4.660633484162896,14.119259766963674,True,True,3.3006420103194296,0.0,10,0.0
pka379,4,379,4.83377308707124,14.031862745098039,False,False,36.1844684144009,0.0,10,0.0
rbu737,4,737,4.773405698778833,14.114909324346012,True,True,23.383991444709842,0.0,10,0.0
rbx711,4,711,4.736990154711673,13.480627601665066,False,False,9.351050084685495,0.0,10,0.0
xql662,4,662,4.788519637462236,13.854895104895103,False,False,16.00049251893759,0.0,10,0.0
bcl380,5,380,5.921052631578948,17.550702028081123,True,True,2.0357803824799503,0.0,10,0.0
dkg813,5,813,5.9335793357933575,17.19540885435232,True,True,3.0257600611093816,0.0,10,0.0
gr666,5,666,5.951951951951952,16.016161616161618,True,True,7.413158043418766,0.0,10,0.0
lim963,5,963,5.835929387331256,17.31148348940365,False,False,14.589458587307277,0.0,10,0.0
pa561,5,561,5.857397504456328,16.861658456486044,True,True,13.608396670285922,0.0,10,0.0
pbk411,5,411,5.815085158150851,16.90001414227125,True,True,7.8927773641102,0.0,10,0.0
pbl395,5,395,5.868354430379747,16.661874640598047,True,True,3.12256049960968,0.0,10,0.0
pbm436,5,436,5.81651376146789,16.790254237288135,True,True,5.128205128205127,0.0,10,0.0
pbn423,5,423,5.84869976359338,16.709442118060245,True,True,4.615384615384615,0.0,10,0.0
pcb442,5,442,5.665158371040724,17.162440027416036,True,True,0.6695813147426051,1.0,10,0.0
pka379,5,379,6.005277044854881,17.432598039215684,False,False,20.983325786401558,0.0,10,0.0
rbu737,5,737,5.799185888738127,17.14813031616113,True,True,4.435463322978947,0.0,10,0.0
rbx711,5,711,5.8452883263009845,16.634646173551072,True,True,2.9779961903114027,0.0,10,0.0
xql662,5,662,5.927492447129909,17.15034965034965,True,True,3.5127895585454896,0.0,10,0.0
bcl380,6,380,6.984210526315789,20.702028081123245,True,True,1.295496607032696,0.0,10,0.0
dkg813,6,813,6.966789667896679,20.189634276751978,True,True,1.5066290533817432,0.0,10,0.0
gr666,6,666,7.024024024024024,18.9010101010101,True,True,5.0594358982394905,0.0,10,0.0
