instance,n,cost,gap_abs,gap_rel_percent,tour_found,success
bcl380,380,1993.0,372.0,22.9487970388649,True,False
dkg813,813,5708.0,2509.0,78.43075961237886,True,False
gr666,666,380515.0,86023.0,29.210640696521462,True,False
lim963,963,4968.0,2179.0,78.12836141986375,True,False
pa561,561,3636.0,873.0,31.596091205211724,True,False
pbk411,411,2242.0,899.0,66.93968726731198,True,False
pbl395,395,1909.0,628.0,49.024199843871976,True,False
pbm436,436,2403.0,960.0,66.52806652806653,True,False
pbn423,423,2047.0,682.0,49.96336996336996,True,False
pcb442,442,59631.0,8853.0,17.434715821812595,True,False
pka379,379,2156.0,824.0,61.86186186186187,True,False
rbu737,737,5319.0,2005.0,60.50090525045263,True,False
rbx711,711,4508.0,1391.0,44.62624318254732,True,False
xql662,662,3738.0,1223.0,48.62823061630219,True,False
